Input,Coverage,Assembler,Polisher,Id,Isolet,Organism,Genome-type,Gene-number,Pomoxis-version,Mean-accuracy,Median-accuracy,Mean-deletion,Median-deletion,Mean-insertion,Median-insertion,Mean-idenity,Median-idenity,Isolet-coverage
voltrax--20x-raven--08.fasta,20,raven,NA,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,13.37,13.37,26.24,26.24,13.64,13.64,32.45,32.45,58.704
voltrax--20x-raven--08.fasta,20,raven,NA,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--08.fasta,20,raven,NA,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--09.fasta,20,raven,NA,09,all,all,all,all,NA,21.60,24.18,22.50,24.18,30.23,inf,34.57,inf,NA
voltrax--20x-raven--09.fasta,20,raven,NA,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.44,23.77,22.28,23.77,30.45,inf,34.35,inf,103.941
voltrax--20x-raven--09.fasta,20,raven,NA,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,27.32,27.32,inf,inf,27.32,27.32,inf,inf,93.719
voltrax--20x-raven--09.fasta,20,raven,NA,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--09.fasta,20,raven,NA,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--10.fasta,20,raven,NA,10,all,all,all,all,NA,18.67,23.43,21.46,26.85,24.83,43.43,24.94,inf,NA
voltrax--20x-raven--10.fasta,20,raven,NA,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.19,23.43,21.34,26.85,28.30,inf,24.85,inf,101.943
voltrax--20x-raven--10.fasta,20,raven,NA,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,28.44,28.44,inf,inf,28.44,28.44,inf,inf,66.183
voltrax--20x-raven--10.fasta,20,raven,NA,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,9.50,9.50,19.46,19.46,10.14,10.14,22.38,22.38,75.209
voltrax--20x-raven--10.fasta,20,raven,NA,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--11.fasta,20,raven,NA,11,all,all,all,all,NA,13.65,27.19,15.12,27.19,19.78,inf,26.35,inf,NA
voltrax--20x-raven--11.fasta,20,raven,NA,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,12.97,27.19,13.58,27.19,24.52,inf,24.71,inf,11.828
voltrax--20x-raven--11.fasta,20,raven,NA,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,51.775
voltrax--20x-raven--11.fasta,20,raven,NA,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,12.19,12.19,24.08,24.08,12.46,12.46,inf,inf,90.678
voltrax--20x-raven--11.fasta,20,raven,NA,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--12.fasta,20,raven,NA,12,all,all,all,all,NA,21.26,29.16,22.29,inf,29.32,inf,33.74,inf,NA
voltrax--20x-raven--12.fasta,20,raven,NA,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.02,30.17,22.01,30.71,29.33,inf,33.46,inf,78.708
voltrax--20x-raven--12.fasta,20,raven,NA,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,29.16,29.16,inf,inf,29.16,29.16,inf,inf,91.116
voltrax--20x-raven--12.fasta,20,raven,NA,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--12.fasta,20,raven,NA,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--01-polished.fasta,20,redbean,medaka,01,all,all,all,all,NA,17.33,13.60,21.28,20.35,19.99,20.98,29.59,38.69,NA
voltrax--20x-redbean-medaka--01-polished.fasta,20,redbean,medaka,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.03,12.84,21.01,20.41,28.20,31.17,33.04,inf,76.807
voltrax--20x-redbean-medaka--01-polished.fasta,20,redbean,medaka,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,13.73,14.16,22.18,20.35,14.70,16.05,25.55,26.35,475.430
voltrax--20x-redbean-medaka--01-polished.fasta,20,redbean,medaka,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--01-polished.fasta,20,redbean,medaka,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--02-polished.fasta,20,redbean,medaka,02,all,all,all,all,NA,19.57,28.02,22.21,33.24,23.71,35.01,30.92,inf,NA
voltrax--20x-redbean-medaka--02-polished.fasta,20,redbean,medaka,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.89,28.86,21.51,28.86,32.11,inf,33.24,inf,103.543
voltrax--20x-redbean-medaka--02-polished.fasta,20,redbean,medaka,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,17.63,22.07,23.77,33.24,19.35,24.39,28.23,33.25,913.098
voltrax--20x-redbean-medaka--02-polished.fasta,20,redbean,medaka,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,90.043
voltrax--20x-redbean-medaka--02-polished.fasta,20,redbean,medaka,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--03-polished.fasta,20,redbean,medaka,03,all,all,all,all,NA,18.60,23.15,21.38,26.62,22.33,33.42,31.34,inf,NA
voltrax--20x-redbean-medaka--03-polished.fasta,20,redbean,medaka,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.19,22.31,20.83,24.18,24.98,inf,31.92,inf,106.157
voltrax--20x-redbean-medaka--03-polished.fasta,20,redbean,medaka,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,16.77,21.40,23.41,30.46,18.10,22.14,29.76,36.15,537.699
voltrax--20x-redbean-medaka--03-polished.fasta,20,redbean,medaka,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,31.75,31.75,inf,inf,inf,inf,31.75,31.75,100.000
voltrax--20x-redbean-medaka--03-polished.fasta,20,redbean,medaka,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--04-polished.fasta,20,redbean,medaka,04,all,all,all,all,NA,19.04,29.35,22.39,29.70,22.17,inf,31.69,inf,NA
voltrax--20x-redbean-medaka--04-polished.fasta,20,redbean,medaka,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.98,28.88,22.86,28.88,30.98,inf,34.32,inf,108.220
voltrax--20x-redbean-medaka--04-polished.fasta,20,redbean,medaka,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,13.11,15.51,19.97,21.06,14.34,17.70,25.98,26.90,331.687
voltrax--20x-redbean-medaka--04-polished.fasta,20,redbean,medaka,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--20x-redbean-medaka--04-polished.fasta,20,redbean,medaka,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--05-polished.fasta,20,redbean,medaka,05,all,all,all,all,NA,16.30,16.11,20.39,23.73,19.19,28.48,26.13,42.94,NA
voltrax--20x-redbean-medaka--05-polished.fasta,20,redbean,medaka,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.66,24.18,20.80,24.18,27.46,inf,31.42,inf,71.848
voltrax--20x-redbean-medaka--05-polished.fasta,20,redbean,medaka,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,13.35,12.24,19.56,21.67,15.19,15.06,22.59,23.98,724.886
voltrax--20x-redbean-medaka--05-polished.fasta,20,redbean,medaka,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,76.545
voltrax--20x-redbean-medaka--05-polished.fasta,20,redbean,medaka,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--06-polished.fasta,20,redbean,medaka,06,all,all,all,all,NA,14.95,18.33,19.60,23.32,17.55,21.40,24.30,29.56,NA
voltrax--20x-redbean-medaka--06-polished.fasta,20,redbean,medaka,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,17.71,12.52,18.61,18.66,26.74,inf,29.65,31.10,36.893
voltrax--20x-redbean-medaka--06-polished.fasta,20,redbean,medaka,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,14.03,18.33,19.97,25.66,16.03,19.11,23.03,27.71,1465.599
voltrax--20x-redbean-medaka--06-polished.fasta,20,redbean,medaka,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,34.76,34.76,inf,inf,inf,inf,34.76,34.76,100.000
voltrax--20x-redbean-medaka--06-polished.fasta,20,redbean,medaka,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--07-polished.fasta,20,redbean,medaka,07,all,all,all,all,NA,16.67,15.35,21.85,23.39,19.23,28.16,24.96,inf,NA
voltrax--20x-redbean-medaka--07-polished.fasta,20,redbean,medaka,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.83,15.19,21.62,20.41,30.27,51.84,33.68,inf,89.083
voltrax--20x-redbean-medaka--07-polished.fasta,20,redbean,medaka,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,13.80,14.57,22.02,23.42,15.45,19.08,21.33,25.09,1061.827
voltrax--20x-redbean-medaka--07-polished.fasta,20,redbean,medaka,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--20x-redbean-medaka--07-polished.fasta,20,redbean,medaka,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--08-polished.fasta,20,redbean,medaka,08,all,all,all,all,NA,18.11,16.99,22.04,22.42,21.40,25.52,26.89,32.00,NA
voltrax--20x-redbean-medaka--08-polished.fasta,20,redbean,medaka,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.75,14.35,22.44,18.29,26.39,34.11,33.61,34.04,91.766
voltrax--20x-redbean-medaka--08-polished.fasta,20,redbean,medaka,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,15.07,16.49,21.07,23.57,17.44,21.56,22.56,26.60,760.186
voltrax--20x-redbean-medaka--08-polished.fasta,20,redbean,medaka,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--20x-redbean-medaka--08-polished.fasta,20,redbean,medaka,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--09-polished.fasta,20,redbean,medaka,09,all,all,all,all,NA,19.48,26.59,21.62,29.41,25.07,33.25,28.82,inf,NA
voltrax--20x-redbean-medaka--09-polished.fasta,20,redbean,medaka,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.35,23.39,21.23,25.83,29.20,inf,32.99,inf,68.747
voltrax--20x-redbean-medaka--09-polished.fasta,20,redbean,medaka,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,18.24,31.03,22.43,inf,21.81,31.03,25.55,38.02,656.588
voltrax--20x-redbean-medaka--09-polished.fasta,20,redbean,medaka,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--09-polished.fasta,20,redbean,medaka,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--10-polished.fasta,20,redbean,medaka,10,all,all,all,all,NA,21.90,33.04,23.12,inf,29.23,inf,34.07,inf,NA
voltrax--20x-redbean-medaka--10-polished.fasta,20,redbean,medaka,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.85,23.39,22.03,23.39,28.31,inf,32.98,inf,81.302
voltrax--20x-redbean-medaka--10-polished.fasta,20,redbean,medaka,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,36.50,41.03,inf,inf,36.50,41.03,inf,inf,352.564
voltrax--20x-redbean-medaka--10-polished.fasta,20,redbean,medaka,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--20x-redbean-medaka--10-polished.fasta,20,redbean,medaka,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--11-polished.fasta,20,redbean,medaka,11,all,all,all,all,NA,17.26,17.64,21.61,22.22,19.84,24.76,27.91,25.93,NA
voltrax--20x-redbean-medaka--11-polished.fasta,20,redbean,medaka,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.50,12.52,20.85,18.66,23.06,24.76,29.88,40.93,95.455
voltrax--20x-redbean-medaka--11-polished.fasta,20,redbean,medaka,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,16.03,18.81,22.90,22.34,17.55,23.76,26.21,25.47,1252.549
voltrax--20x-redbean-medaka--11-polished.fasta,20,redbean,medaka,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--11-polished.fasta,20,redbean,medaka,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean-medaka--12-polished.fasta,20,redbean,medaka,12,all,all,all,all,NA,20.17,28.82,22.40,28.82,24.70,inf,33.00,inf,NA
voltrax--20x-redbean-medaka--12-polished.fasta,20,redbean,medaka,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.72,15.64,21.95,20.60,24.26,52.78,32.54,inf,104.500
voltrax--20x-redbean-medaka--12-polished.fasta,20,redbean,medaka,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,39.85,38.22,inf,inf,39.85,38.22,inf,inf,152.375
voltrax--20x-redbean-medaka--12-polished.fasta,20,redbean,medaka,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--20x-redbean-medaka--12-polished.fasta,20,redbean,medaka,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--01.fasta,20,redbean,NA,01,all,all,all,all,NA,15.85,12.52,19.25,16.44,19.59,20.20,24.71,22.22,NA
voltrax--20x-redbean--01.fasta,20,redbean,NA,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.77,12.27,20.83,16.44,28.28,22.91,30.86,27.00,76.478
voltrax--20x-redbean--01.fasta,20,redbean,NA,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,12.58,13.35,17.22,17.48,15.38,16.96,20.85,21.03,700.552
voltrax--20x-redbean--01.fasta,20,redbean,NA,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--01.fasta,20,redbean,NA,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--02.fasta,20,redbean,NA,02,all,all,all,all,NA,17.52,16.53,20.68,21.06,21.62,22.69,26.28,24.10,NA
voltrax--20x-redbean--02.fasta,20,redbean,NA,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.01,19.97,21.74,22.07,31.19,40.63,33.30,inf,102.888
voltrax--20x-redbean--02.fasta,20,redbean,NA,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,14.72,15.71,19.25,20.32,17.74,18.56,22.63,22.95,1120.041
voltrax--20x-redbean--02.fasta,20,redbean,NA,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,23.19,23.19,29.86,29.86,24.64,24.64,34.64,34.64,97.361
voltrax--20x-redbean--02.fasta,20,redbean,NA,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--03.fasta,20,redbean,NA,03,all,all,all,all,NA,16.85,15.49,20.08,20.64,20.92,23.31,25.42,24.16,NA
voltrax--20x-redbean--03.fasta,20,redbean,NA,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.31,28.88,22.02,28.88,31.49,inf,33.69,inf,106.411
voltrax--20x-redbean--03.fasta,20,redbean,NA,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,13.05,13.37,17.44,17.63,16.16,16.37,20.86,21.70,868.124
voltrax--20x-redbean--03.fasta,20,redbean,NA,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,25.22,25.22,28.74,28.74,29.99,29.99,31.75,31.75,100.000
voltrax--20x-redbean--03.fasta,20,redbean,NA,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--04.fasta,20,redbean,NA,04,all,all,all,all,NA,17.72,23.01,21.29,24.86,20.80,32.61,29.10,31.42,NA
voltrax--20x-redbean--04.fasta,20,redbean,NA,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.36,28.88,23.37,36.20,30.59,inf,34.85,inf,108.231
voltrax--20x-redbean--04.fasta,20,redbean,NA,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,10.90,10.60,15.97,15.64,12.89,12.64,21.94,21.32,333.076
voltrax--20x-redbean--04.fasta,20,redbean,NA,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,27.77,27.77,31.75,31.75,34.76,34.76,31.75,31.75,100.000
voltrax--20x-redbean--04.fasta,20,redbean,NA,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--05.fasta,20,redbean,NA,05,all,all,all,all,NA,15.40,16.03,18.67,21.02,19.64,21.26,23.33,24.16,NA
voltrax--20x-redbean--05.fasta,20,redbean,NA,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.90,25.84,20.66,34.09,29.90,inf,31.99,inf,71.895
voltrax--20x-redbean--05.fasta,20,redbean,NA,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,12.84,12.79,16.94,16.62,16.37,17.46,20.15,20.42,1026.337
voltrax--20x-redbean--05.fasta,20,redbean,NA,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,22.46,22.46,27.57,27.57,25.15,25.15,30.59,30.59,76.545
voltrax--20x-redbean--05.fasta,20,redbean,NA,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--06.fasta,20,redbean,NA,06,all,all,all,all,NA,14.86,15.59,18.81,20.69,18.45,19.76,22.52,23.55,NA
voltrax--20x-redbean--06.fasta,20,redbean,NA,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,17.18,15.13,18.33,20.41,25.36,29.52,27.99,33.97,37.782
voltrax--20x-redbean--06.fasta,20,redbean,NA,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,14.23,15.26,18.88,19.81,17.38,18.51,21.53,22.33,2023.592
voltrax--20x-redbean--06.fasta,20,redbean,NA,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,27.77,27.77,34.76,34.76,28.74,28.74,inf,inf,100.000
voltrax--20x-redbean--06.fasta,20,redbean,NA,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--07.fasta,20,redbean,NA,07,all,all,all,all,NA,17.38,15.91,20.85,21.20,21.48,20.90,25.16,24.56,NA
voltrax--20x-redbean--07.fasta,20,redbean,NA,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.80,15.19,21.62,20.41,29.87,31.57,33.78,inf,89.089
voltrax--20x-redbean--07.fasta,20,redbean,NA,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,15.18,15.64,19.98,20.91,18.39,18.89,22.09,22.04,1307.543
voltrax--20x-redbean--07.fasta,20,redbean,NA,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,21.76,21.76,26.30,26.30,26.98,26.98,26.31,26.31,100.000
voltrax--20x-redbean--07.fasta,20,redbean,NA,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--08.fasta,20,redbean,NA,08,all,all,all,all,NA,17.71,17.14,21.04,22.02,22.26,20.70,24.89,24.16,NA
voltrax--20x-redbean--08.fasta,20,redbean,NA,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.72,26.05,22.69,26.16,30.14,43.11,34.25,inf,91.916
voltrax--20x-redbean--08.fasta,20,redbean,NA,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,14.87,16.56,19.24,21.08,18.70,20.17,21.19,23.37,1082.957
voltrax--20x-redbean--08.fasta,20,redbean,NA,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,29.99,29.99,34.76,34.76,31.75,31.75,inf,inf,100.000
voltrax--20x-redbean--08.fasta,20,redbean,NA,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--09.fasta,20,redbean,NA,09,all,all,all,all,NA,16.65,16.77,19.84,21.59,20.96,20.36,24.69,25.29,NA
voltrax--20x-redbean--09.fasta,20,redbean,NA,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.55,32.13,21.51,33.83,28.87,inf,33.22,inf,68.741
voltrax--20x-redbean--09.fasta,20,redbean,NA,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,13.91,15.95,18.11,19.85,17.43,19.63,21.10,22.70,797.617
voltrax--20x-redbean--09.fasta,20,redbean,NA,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--09.fasta,20,redbean,NA,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--10.fasta,20,redbean,NA,10,all,all,all,all,NA,16.07,19.32,19.53,23.39,19.66,31.75,25.30,inf,NA
voltrax--20x-redbean--10.fasta,20,redbean,NA,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.98,27.22,21.80,27.47,30.81,inf,32.57,inf,82.154
voltrax--20x-redbean--10.fasta,20,redbean,NA,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,10.60,10.97,15.29,15.20,13.19,13.97,19.22,18.98,396.023
voltrax--20x-redbean--10.fasta,20,redbean,NA,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,28.74,28.74,31.75,31.75,31.75,31.75,inf,inf,100.000
voltrax--20x-redbean--10.fasta,20,redbean,NA,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--11.fasta,20,redbean,NA,11,all,all,all,all,NA,17.37,16.93,20.76,21.85,21.38,20.62,25.57,24.04,NA
voltrax--20x-redbean--11.fasta,20,redbean,NA,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.69,18.69,21.51,24.67,29.86,37.89,33.57,49.36,95.031
voltrax--20x-redbean--11.fasta,20,redbean,NA,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,15.43,16.76,20.08,21.80,18.57,19.63,22.80,23.87,1557.204
voltrax--20x-redbean--11.fasta,20,redbean,NA,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--11.fasta,20,redbean,NA,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-redbean--12.fasta,20,redbean,NA,12,all,all,all,all,NA,21.39,18.39,22.93,23.67,28.14,35.38,31.87,46.76,NA
voltrax--20x-redbean--12.fasta,20,redbean,NA,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,22.03,25.92,22.97,25.92,30.61,43.75,34.48,inf,104.524
voltrax--20x-redbean--12.fasta,20,redbean,NA,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,18.04,17.89,22.91,22.60,20.87,20.62,26.05,26.61,152.391
voltrax--20x-redbean--12.fasta,20,redbean,NA,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,17.37,17.37,21.71,21.71,22.44,22.44,22.20,22.20,99.733
