Input,Coverage,Assembler,Polisher,Id,Isolet,Organism,Genome-type,Gene-number,Pomoxis-version,Mean-accuracy,Median-accuracy,Mean-deletion,Median-deletion,Mean-insertion,Median-insertion,Mean-idenity,Median-idenity,Isolet-coverage
voltrax--20x-flye--03.fasta,20,flye,NA,03,all,all,all,all,NA,19.74,36.02,20.56,inf,31.27,inf,29.63,inf,NA
voltrax--20x-flye--03.fasta,20,flye,NA,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.01,36.02,20.61,inf,31.13,inf,32.81,inf,118.025
voltrax--20x-flye--03.fasta,20,flye,NA,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,65.694
voltrax--20x-flye--03.fasta,20,flye,NA,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,12.49,12.49,15.60,15.60,31.34,31.34,15.27,15.27,91.046
voltrax--20x-flye--03.fasta,20,flye,NA,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-flye--04.fasta,20,flye,NA,04,all,all,all,all,NA,18.70,31.01,19.40,inf,30.14,inf,29.81,inf,NA
voltrax--20x-flye--04.fasta,20,flye,NA,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.46,34.50,19.02,34.68,29.76,inf,31.59,inf,87.765
voltrax--20x-flye--04.fasta,20,flye,NA,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,38.06,32.11,inf,inf,inf,inf,38.06,32.10,100.994
voltrax--20x-flye--04.fasta,20,flye,NA,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,17.49,17.49,inf,inf,inf,inf,17.41,17.41,77.247
voltrax--20x-flye--04.fasta,20,flye,NA,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-flye--05.fasta,20,flye,NA,05,all,all,all,all,NA,18.98,36.19,19.55,37.72,30.25,inf,31.99,inf,NA
voltrax--20x-flye--05.fasta,20,flye,NA,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.53,23.39,19.10,23.39,29.80,inf,31.54,inf,89.422
voltrax--20x-flye--05.fasta,20,flye,NA,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--20x-flye--05.fasta,20,flye,NA,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,inf,inf,inf,inf,inf,inf,inf,inf,67.419
voltrax--20x-flye--05.fasta,20,flye,NA,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,99.766
voltrax--20x-flye--06.fasta,20,flye,NA,06,all,all,all,all,NA,19.07,39.47,19.63,39.72,30.35,inf,32.28,inf,NA
voltrax--20x-flye--06.fasta,20,flye,NA,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.84,26.19,19.40,26.20,30.12,inf,32.05,inf,99.153
voltrax--20x-flye--06.fasta,20,flye,NA,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,62.522
voltrax--20x-flye--06.fasta,20,flye,NA,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,60.307
voltrax--20x-flye--06.fasta,20,flye,NA,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-flye--07.fasta,20,flye,NA,07,all,all,all,all,NA,19.86,inf,20.46,inf,30.96,inf,32.64,inf,NA
voltrax--20x-flye--07.fasta,20,flye,NA,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.51,39.56,20.11,40.04,30.61,inf,32.28,inf,104.492
voltrax--20x-flye--07.fasta,20,flye,NA,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,89.695
voltrax--20x-flye--07.fasta,20,flye,NA,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,inf,inf,inf,inf,inf,inf,inf,inf,65.704
voltrax--20x-flye--07.fasta,20,flye,NA,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,90.712
voltrax--20x-flye--08.fasta,20,flye,NA,08,all,all,all,all,NA,19.61,32.22,20.32,32.22,30.67,inf,31.00,inf,NA
voltrax--20x-flye--08.fasta,20,flye,NA,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.71,32.22,20.31,32.22,30.78,inf,32.70,inf,109.916
voltrax--20x-flye--08.fasta,20,flye,NA,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,87.628
voltrax--20x-flye--08.fasta,20,flye,NA,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,12.43,12.43,14.60,14.60,23.34,23.34,17.20,17.20,87.635
voltrax--20x-flye--08.fasta,20,flye,NA,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-flye--09.fasta,20,flye,NA,09,all,all,all,all,NA,19.91,32.22,20.60,37.41,31.12,inf,31.35,inf,NA
voltrax--20x-flye--09.fasta,20,flye,NA,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.76,32.22,20.35,32.22,30.87,inf,32.74,inf,111.043
voltrax--20x-flye--09.fasta,20,flye,NA,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,69.260
voltrax--20x-flye--09.fasta,20,flye,NA,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,20.03,20.03,inf,inf,inf,inf,19.99,19.99,100.000
voltrax--20x-flye--09.fasta,20,flye,NA,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-flye--10.fasta,20,flye,NA,10,all,all,all,all,NA,18.34,25.39,19.05,25.39,29.72,inf,29.23,inf,NA
voltrax--20x-flye--10.fasta,20,flye,NA,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.53,25.39,19.09,25.39,29.81,inf,31.70,inf,88.738
voltrax--20x-flye--10.fasta,20,flye,NA,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,36.60,36.60,inf,inf,inf,inf,36.60,36.60,72.179
voltrax--20x-flye--10.fasta,20,flye,NA,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,10.72,10.72,12.97,12.97,22.94,22.94,14.92,14.92,79.919
voltrax--20x-flye--10.fasta,20,flye,NA,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-flye--11.fasta,20,flye,NA,11,all,all,all,all,NA,19.60,35.39,20.16,35.73,30.90,inf,32.73,inf,NA
voltrax--20x-flye--11.fasta,20,flye,NA,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.30,23.39,19.86,23.39,30.61,inf,32.43,inf,106.589
voltrax--20x-flye--11.fasta,20,flye,NA,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,98.785
voltrax--20x-flye--11.fasta,20,flye,NA,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,inf,inf,inf,inf,inf,inf,inf,inf,68.727
voltrax--20x-flye--11.fasta,20,flye,NA,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-flye--12.fasta,20,flye,NA,12,all,all,all,all,NA,19.17,25.78,19.95,25.87,30.32,inf,29.64,inf,NA
voltrax--20x-flye--12.fasta,20,flye,NA,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.40,25.78,19.97,25.87,30.67,inf,32.39,inf,113.582
voltrax--20x-flye--12.fasta,20,flye,NA,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,100.000
voltrax--20x-flye--12.fasta,20,flye,NA,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,10.71,10.71,13.46,13.46,20.88,20.88,14.55,14.55,93.953
voltrax--20x-flye--12.fasta,20,flye,NA,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--01-polished.fasta,20,raven,medaka,01,all,all,all,all,NA,20.30,inf,20.92,inf,31.19,inf,32.99,inf,NA
voltrax--20x-raven-medaka--01-polished.fasta,20,raven,medaka,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.30,inf,20.92,inf,31.19,inf,32.99,inf,70.616
voltrax--20x-raven-medaka--01-polished.fasta,20,raven,medaka,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--01-polished.fasta,20,raven,medaka,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--01-polished.fasta,20,raven,medaka,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--02-polished.fasta,20,raven,medaka,02,all,all,all,all,NA,20.68,47.07,21.37,inf,31.14,inf,33.01,inf,NA
voltrax--20x-raven-medaka--02-polished.fasta,20,raven,medaka,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.37,42.23,21.07,inf,30.83,inf,32.70,inf,66.062
voltrax--20x-raven-medaka--02-polished.fasta,20,raven,medaka,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,83.068
voltrax--20x-raven-medaka--02-polished.fasta,20,raven,medaka,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--02-polished.fasta,20,raven,medaka,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--03-polished.fasta,20,raven,medaka,03,all,all,all,all,NA,17.78,30.51,19.58,36.57,31.10,inf,23.04,inf,NA
voltrax--20x-raven-medaka--03-polished.fasta,20,raven,medaka,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.17,30.51,19.63,36.57,32.96,inf,31.47,inf,70.104
voltrax--20x-raven-medaka--03-polished.fasta,20,raven,medaka,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,72.479
voltrax--20x-raven-medaka--03-polished.fasta,20,raven,medaka,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,7.10,7.10,13.92,13.92,18.96,18.96,7.54,7.54,92.374
voltrax--20x-raven-medaka--03-polished.fasta,20,raven,medaka,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--04-polished.fasta,20,raven,medaka,04,all,all,all,all,NA,21.49,38.43,22.41,38.43,31.79,inf,31.50,inf,NA
voltrax--20x-raven-medaka--04-polished.fasta,20,raven,medaka,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.25,38.43,22.08,38.43,31.44,inf,32.31,inf,91.265
voltrax--20x-raven-medaka--04-polished.fasta,20,raven,medaka,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,95.077
voltrax--20x-raven-medaka--04-polished.fasta,20,raven,medaka,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,20.75,20.75,33.50,33.50,inf,inf,20.95,20.95,74.875
voltrax--20x-raven-medaka--04-polished.fasta,20,raven,medaka,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--05-polished.fasta,20,raven,medaka,05,all,all,all,all,NA,21.10,31.56,21.82,31.89,31.43,inf,33.23,inf,NA
voltrax--20x-raven-medaka--05-polished.fasta,20,raven,medaka,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.10,31.56,21.82,31.89,31.43,inf,33.23,inf,70.712
voltrax--20x-raven-medaka--05-polished.fasta,20,raven,medaka,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--05-polished.fasta,20,raven,medaka,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--05-polished.fasta,20,raven,medaka,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--06-polished.fasta,20,raven,medaka,06,all,all,all,all,NA,19.14,26.17,21.41,26.18,30.62,inf,23.80,inf,NA
voltrax--20x-raven-medaka--06-polished.fasta,20,raven,medaka,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.24,36.05,21.86,36.30,32.16,inf,33.92,inf,85.214
voltrax--20x-raven-medaka--06-polished.fasta,20,raven,medaka,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,7.14,7.14,13.96,13.96,19.00,19.00,7.58,7.58,93.231
voltrax--20x-raven-medaka--06-polished.fasta,20,raven,medaka,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--06-polished.fasta,20,raven,medaka,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--07-polished.fasta,20,raven,medaka,07,all,all,all,all,NA,21.08,33.08,21.85,34.72,30.96,inf,33.16,inf,NA
voltrax--20x-raven-medaka--07-polished.fasta,20,raven,medaka,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.76,23.39,21.53,23.39,30.64,inf,32.93,inf,82.139
voltrax--20x-raven-medaka--07-polished.fasta,20,raven,medaka,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,79.059
voltrax--20x-raven-medaka--07-polished.fasta,20,raven,medaka,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,33.08,33.08,inf,inf,inf,inf,33.07,33.07,67.825
voltrax--20x-raven-medaka--07-polished.fasta,20,raven,medaka,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--08-polished.fasta,20,raven,medaka,08,all,all,all,all,NA,11.48,12.52,11.98,18.66,23.82,inf,23.82,inf,NA
voltrax--20x-raven-medaka--08-polished.fasta,20,raven,medaka,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,11.17,12.27,11.63,14.27,23.46,32.16,24.15,inf,15.124
voltrax--20x-raven-medaka--08-polished.fasta,20,raven,medaka,08,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,19.60,19.60,24.62,24.62,inf,inf,21.20,21.20,48.413
voltrax--20x-raven-medaka--08-polished.fasta,20,raven,medaka,08,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--08-polished.fasta,20,raven,medaka,08,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--09-polished.fasta,20,raven,medaka,09,all,all,all,all,NA,21.99,35.45,22.81,35.98,31.16,inf,34.89,inf,NA
voltrax--20x-raven-medaka--09-polished.fasta,20,raven,medaka,09,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.78,26.88,22.59,26.92,30.99,inf,34.67,inf,103.928
voltrax--20x-raven-medaka--09-polished.fasta,20,raven,medaka,09,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,37.74,37.74,inf,inf,37.74,37.74,inf,inf,93.704
voltrax--20x-raven-medaka--09-polished.fasta,20,raven,medaka,09,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--09-polished.fasta,20,raven,medaka,09,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--10-polished.fasta,20,raven,medaka,10,all,all,all,all,NA,21.61,24.18,22.13,24.47,33.95,inf,34.23,inf,NA
voltrax--20x-raven-medaka--10-polished.fasta,20,raven,medaka,10,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.46,24.18,21.93,24.18,33.70,inf,34.98,inf,100.209
voltrax--20x-raven-medaka--10-polished.fasta,20,raven,medaka,10,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,66.120
voltrax--20x-raven-medaka--10-polished.fasta,20,raven,medaka,10,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,21.22,21.22,24.47,24.47,inf,inf,23.96,23.96,74.875
voltrax--20x-raven-medaka--10-polished.fasta,20,raven,medaka,10,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--11-polished.fasta,20,raven,medaka,11,all,all,all,all,NA,14.63,27.19,15.31,32.57,27.33,inf,24.84,inf,NA
voltrax--20x-raven-medaka--11-polished.fasta,20,raven,medaka,11,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,13.10,27.19,13.68,27.19,25.68,inf,24.30,inf,11.756
voltrax--20x-raven-medaka--11-polished.fasta,20,raven,medaka,11,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,51.649
voltrax--20x-raven-medaka--11-polished.fasta,20,raven,medaka,11,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,22.05,22.05,29.56,29.56,inf,inf,22.87,22.87,90.611
voltrax--20x-raven-medaka--11-polished.fasta,20,raven,medaka,11,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--12-polished.fasta,20,raven,medaka,12,all,all,all,all,NA,21.32,28.88,22.13,28.88,31.41,inf,32.68,inf,NA
voltrax--20x-raven-medaka--12-polished.fasta,20,raven,medaka,12,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.04,28.10,21.85,28.24,31.13,inf,32.40,inf,78.942
voltrax--20x-raven-medaka--12-polished.fasta,20,raven,medaka,12,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,inf,inf,inf,inf,inf,inf,inf,inf,91.037
voltrax--20x-raven-medaka--12-polished.fasta,20,raven,medaka,12,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven-medaka--12-polished.fasta,20,raven,medaka,12,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--01.fasta,20,raven,NA,01,all,all,all,all,NA,20.26,44.36,20.91,inf,31.12,inf,32.57,inf,NA
voltrax--20x-raven--01.fasta,20,raven,NA,01,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.26,44.36,20.91,inf,31.12,inf,32.57,inf,70.627
voltrax--20x-raven--01.fasta,20,raven,NA,01,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--01.fasta,20,raven,NA,01,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--01.fasta,20,raven,NA,01,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--02.fasta,20,raven,NA,02,all,all,all,all,NA,20.44,31.19,21.10,inf,31.44,40.11,32.48,inf,NA
voltrax--20x-raven--02.fasta,20,raven,NA,02,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.16,31.49,20.79,inf,31.45,40.55,32.18,inf,66.063
voltrax--20x-raven--02.fasta,20,raven,NA,02,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,31.19,31.19,inf,inf,31.19,31.19,inf,inf,83.068
voltrax--20x-raven--02.fasta,20,raven,NA,02,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--02.fasta,20,raven,NA,02,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--03.fasta,20,raven,NA,03,all,all,all,all,NA,18.34,28.86,20.07,inf,24.39,40.00,29.08,inf,NA
voltrax--20x-raven--03.fasta,20,raven,NA,03,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,19.78,31.87,20.43,inf,30.33,inf,32.72,inf,69.649
voltrax--20x-raven--03.fasta,20,raven,NA,03,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,27.09,27.09,inf,inf,27.09,27.09,inf,inf,72.605
voltrax--20x-raven--03.fasta,20,raven,NA,03,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,7.14,7.14,11.72,11.72,9.64,9.64,15.20,15.20,92.599
voltrax--20x-raven--03.fasta,20,raven,NA,03,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--04.fasta,20,raven,NA,04,all,all,all,all,NA,20.64,35.63,22.70,inf,25.50,inf,33.35,inf,NA
voltrax--20x-raven--04.fasta,20,raven,NA,04,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.64,inf,22.71,inf,29.53,inf,34.00,inf,91.277
voltrax--20x-raven--04.fasta,20,raven,NA,04,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,28.77,28.77,inf,inf,28.77,28.77,inf,inf,95.092
voltrax--20x-raven--04.fasta,20,raven,NA,04,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,8.83,8.83,15.77,15.77,9.91,9.91,22.58,22.58,60.474
voltrax--20x-raven--04.fasta,20,raven,NA,04,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--05.fasta,20,raven,NA,05,all,all,all,all,NA,21.40,31.56,22.13,31.89,31.50,inf,33.85,inf,NA
voltrax--20x-raven--05.fasta,20,raven,NA,05,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,21.40,31.56,22.13,31.89,31.50,inf,33.85,inf,70.566
voltrax--20x-raven--05.fasta,20,raven,NA,05,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--05.fasta,20,raven,NA,05,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--05.fasta,20,raven,NA,05,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--06.fasta,20,raven,NA,06,all,all,all,all,NA,17.65,22.20,21.12,26.18,25.51,38.23,21.68,inf,NA
voltrax--20x-raven--06.fasta,20,raven,NA,06,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,18.85,23.39,21.89,36.30,31.42,39.57,22.28,inf,85.692
voltrax--20x-raven--06.fasta,20,raven,NA,06,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,7.01,7.01,11.48,11.48,10.09,10.09,13.34,13.34,93.547
voltrax--20x-raven--06.fasta,20,raven,NA,06,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--06.fasta,20,raven,NA,06,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--07.fasta,20,raven,NA,07,all,all,all,all,NA,19.60,23.39,21.20,23.39,25.43,inf,32.64,inf,NA
voltrax--20x-raven--07.fasta,20,raven,NA,07,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,20.42,23.39,21.17,23.39,30.53,inf,32.48,inf,82.139
voltrax--20x-raven--07.fasta,20,raven,NA,07,Staphylococcus-aureus-plasmid-1,Staphylococcus aureus,plasmid,1,NA,30.98,30.98,inf,inf,30.98,30.98,inf,inf,79.170
voltrax--20x-raven--07.fasta,20,raven,NA,07,Staphylococcus-aureus-plasmid-3,Staphylococcus aureus,plasmid,3,NA,9.21,9.21,15.92,15.92,10.18,10.18,30.07,30.07,67.858
voltrax--20x-raven--07.fasta,20,raven,NA,07,Staphylococcus-aureus-plasmid-2,Staphylococcus aureus,plasmid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voltrax--20x-raven--08.fasta,20,raven,NA,08,all,all,all,all,NA,11.09,12.52,11.86,18.66,20.07,26.40,24.39,inf,NA
voltrax--20x-raven--08.fasta,20,raven,NA,08,Escherichia-coli-plasmid-1,Escherichia coli,plasmid,1,NA,10.91,12.27,11.45,14.32,22.00,29.41,24.02,inf,15.124
