Input-reads,Input-assembly,Output,Coverage,Assembler,Version,Polisher,User-time,System-time,Elapsed-time,Mean-memory-kb,Mean-resident-memory-kb,Max-resident-memory-kb,Date
Voltrax_20190924.10x.sample.01.fastq,NA,voltrax--10x-raven--01.fasta,10,raven,1.5.1,NA,976.20,7.46,82.24,0,0,1807988,20210708
Voltrax_20190924.10x.sample.02.fastq,NA,voltrax--10x-raven--02.fasta,10,raven,1.5.1,NA,986.66,10.30,89.54,0,0,1790788,20210708
Voltrax_20190924.10x.sample.03.fastq,NA,voltrax--10x-raven--03.fasta,10,raven,1.5.1,NA,981.64,8.58,84.57,0,0,1786840,20210708
Voltrax_20190924.10x.sample.04.fastq,NA,voltrax--10x-raven--04.fasta,10,raven,1.5.1,NA,983.90,5.65,84.90,0,0,1784840,20210708
Voltrax_20190924.10x.sample.05.fastq,NA,voltrax--10x-raven--05.fasta,10,raven,1.5.1,NA,1014.60,7.08,86.71,0,0,1796096,20210708
Voltrax_20190924.10x.sample.06.fastq,NA,voltrax--10x-raven--06.fasta,10,raven,1.5.1,NA,1008.12,9.90,87.61,0,0,1805800,20210708
Voltrax_20190924.10x.sample.07.fastq,NA,voltrax--10x-raven--07.fasta,10,raven,1.5.1,NA,992.11,8.13,90.35,0,0,1800680,20210708
Voltrax_20190924.10x.sample.08.fastq,NA,voltrax--10x-raven--08.fasta,10,raven,1.5.1,NA,986.75,7.57,85.92,0,0,1798472,20210708
Voltrax_20190924.10x.sample.09.fastq,NA,voltrax--10x-raven--09.fasta,10,raven,1.5.1,NA,987.28,7.38,84.09,0,0,1803056,20210708
Voltrax_20190924.10x.sample.10.fastq,NA,voltrax--10x-raven--10.fasta,10,raven,1.5.1,NA,973.23,6.60,80.15,0,0,1783968,20210708
Voltrax_20190924.10x.sample.11.fastq,NA,voltrax--10x-raven--11.fasta,10,raven,1.5.1,NA,1019.09,6.21,86.17,0,0,1802268,20210708
Voltrax_20190924.10x.sample.12.fastq,NA,voltrax--10x-raven--12.fasta,10,raven,1.5.1,NA,999.81,7.25,91.32,0,0,1797528,20210709
Voltrax_20190924.20x.sample.01.fastq,NA,voltrax--20x-raven--01.fasta,20,raven,1.5.1,NA,2048.45,7.33,164.40,0,0,2628436,20210709
Voltrax_20190924.20x.sample.02.fastq,NA,voltrax--20x-raven--02.fasta,20,raven,1.5.1,NA,2105.82,9.38,171.42,0,0,2604572,20210709
Voltrax_20190924.20x.sample.03.fastq,NA,voltrax--20x-raven--03.fasta,20,raven,1.5.1,NA,2137.82,10.15,170.97,0,0,2695180,20210709
Voltrax_20190924.20x.sample.04.fastq,NA,voltrax--20x-raven--04.fasta,20,raven,1.5.1,NA,2128.77,9.55,174.64,0,0,2536216,20210709
Voltrax_20190924.20x.sample.05.fastq,NA,voltrax--20x-raven--05.fasta,20,raven,1.5.1,NA,2085.13,12.79,173.17,0,0,2628716,20210709
Voltrax_20190924.20x.sample.06.fastq,NA,voltrax--20x-raven--06.fasta,20,raven,1.5.1,NA,2068.86,10.41,170.10,0,0,2657032,20210709
Voltrax_20190924.20x.sample.07.fastq,NA,voltrax--20x-raven--07.fasta,20,raven,1.5.1,NA,2101.95,8.26,170.87,0,0,2660004,20210709
Voltrax_20190924.20x.sample.08.fastq,NA,voltrax--20x-raven--08.fasta,20,raven,1.5.1,NA,2053.17,8.40,169.45,0,0,2674344,20210709
Voltrax_20190924.20x.sample.09.fastq,NA,voltrax--20x-raven--09.fasta,20,raven,1.5.1,NA,2118.91,9.53,170.38,0,0,2599020,20210709
Voltrax_20190924.20x.sample.10.fastq,NA,voltrax--20x-raven--10.fasta,20,raven,1.5.1,NA,2150.68,8.49,182.98,0,0,2564104,20210709
Voltrax_20190924.20x.sample.11.fastq,NA,voltrax--20x-raven--11.fasta,20,raven,1.5.1,NA,2114.81,9.38,171.44,0,0,2602848,20210709
Voltrax_20190924.20x.sample.12.fastq,NA,voltrax--20x-raven--12.fasta,20,raven,1.5.1,NA,2139.35,11.53,174.72,0,0,2613072,20210709
Voltrax_20190924.30x.sample.01.fastq,NA,voltrax--30x-raven--01.fasta,30,raven,1.5.1,NA,3218.73,9.00,246.64,0,0,3306132,20210709
Voltrax_20190924.30x.sample.02.fastq,NA,voltrax--30x-raven--02.fasta,30,raven,1.5.1,NA,3220.98,11.73,263.71,0,0,3303284,20210709
Voltrax_20190924.30x.sample.03.fastq,NA,voltrax--30x-raven--03.fasta,30,raven,1.5.1,NA,3227.94,11.31,256.46,0,0,3259268,20210709
Voltrax_20190924.30x.sample.04.fastq,NA,voltrax--30x-raven--04.fasta,30,raven,1.5.1,NA,3240.10,9.90,261.74,0,0,3266868,20210709
Voltrax_20190924.30x.sample.05.fastq,NA,voltrax--30x-raven--05.fasta,30,raven,1.5.1,NA,3227.81,15.83,255.16,0,0,3294976,20210709
Voltrax_20190924.30x.sample.06.fastq,NA,voltrax--30x-raven--06.fasta,30,raven,1.5.1,NA,3220.92,7.01,244.74,0,0,3318544,20210709
Voltrax_20190924.30x.sample.07.fastq,NA,voltrax--30x-raven--07.fasta,30,raven,1.5.1,NA,3155.35,9.99,242.54,0,0,3324308,20210709
Voltrax_20190924.30x.sample.08.fastq,NA,voltrax--30x-raven--08.fasta,30,raven,1.5.1,NA,3190.47,12.05,243.87,0,0,3293948,20210709
Voltrax_20190924.30x.sample.09.fastq,NA,voltrax--30x-raven--09.fasta,30,raven,1.5.1,NA,3314.39,8.94,251.40,0,0,3255080,20210709
Voltrax_20190924.30x.sample.10.fastq,NA,voltrax--30x-raven--10.fasta,30,raven,1.5.1,NA,3322.38,10.38,261.95,0,0,3259180,20210709
Voltrax_20190924.30x.sample.11.fastq,NA,voltrax--30x-raven--11.fasta,30,raven,1.5.1,NA,3331.73,9.25,265.21,0,0,3304928,20210709
Voltrax_20190924.30x.sample.12.fastq,NA,voltrax--30x-raven--12.fasta,30,raven,1.5.1,NA,3369.99,14.51,259.74,0,0,3270540,20210709
Voltrax_20190924.50x.sample.01.fastq,NA,voltrax--50x-raven--01.fasta,50,raven,1.5.1,NA,5872.72,14.73,433.88,0,0,5493336,20210709
Voltrax_20190924.50x.sample.02.fastq,NA,voltrax--50x-raven--02.fasta,50,raven,1.5.1,NA,5884.89,13.92,428.61,0,0,5478208,20210709
Voltrax_20190924.50x.sample.03.fastq,NA,voltrax--50x-raven--03.fasta,50,raven,1.5.1,NA,5875.22,13.62,448.41,0,0,5478096,20210709
Voltrax_20190924.50x.sample.04.fastq,NA,voltrax--50x-raven--04.fasta,50,raven,1.5.1,NA,5909.28,13.67,439.23,0,0,5464712,20210709
Voltrax_20190924.50x.sample.05.fastq,NA,voltrax--50x-raven--05.fasta,50,raven,1.5.1,NA,5897.90,13.22,434.43,0,0,5486976,20210709
Voltrax_20190924.50x.sample.06.fastq,NA,voltrax--50x-raven--06.fasta,50,raven,1.5.1,NA,5920.53,14.14,436.35,0,0,5479456,20210709
Voltrax_20190924.50x.sample.07.fastq,NA,voltrax--50x-raven--07.fasta,50,raven,1.5.1,NA,5815.98,14.10,438.18,0,0,5487268,20210709
Voltrax_20190924.50x.sample.08.fastq,NA,voltrax--50x-raven--08.fasta,50,raven,1.5.1,NA,5820.58,14.17,427.25,0,0,5477544,20210709
Voltrax_20190924.50x.sample.09.fastq,NA,voltrax--50x-raven--09.fasta,50,raven,1.5.1,NA,5850.60,14.66,442.77,0,0,5458648,20210709
Voltrax_20190924.50x.sample.10.fastq,NA,voltrax--50x-raven--10.fasta,50,raven,1.5.1,NA,5812.88,14.00,440.07,0,0,5476988,20210709
Voltrax_20190924.50x.sample.11.fastq,NA,voltrax--50x-raven--11.fasta,50,raven,1.5.1,NA,5880.33,11.81,429.44,0,0,5482924,20210709
Voltrax_20190924.50x.sample.12.fastq,NA,voltrax--50x-raven--12.fasta,50,raven,1.5.1,NA,5929.07,17.74,447.77,0,0,5492284,20210709
Voltrax_20190924.100x.sample.01.fastq,NA,voltrax--100x-raven--01.fasta,100,raven,1.5.1,NA,15281.26,28.26,1069.39,0,0,11189876,20210709
Voltrax_20190924.100x.sample.02.fastq,NA,voltrax--100x-raven--02.fasta,100,raven,1.5.1,NA,15230.26,31.60,1059.78,0,0,11183536,20210709
Voltrax_20190924.100x.sample.03.fastq,NA,voltrax--100x-raven--03.fasta,100,raven,1.5.1,NA,15317.90,27.96,1084.71,0,0,11176904,20210709
Voltrax_20190924.100x.sample.04.fastq,NA,voltrax--100x-raven--04.fasta,100,raven,1.5.1,NA,15272.69,26.53,1073.91,0,0,11165980,20210709
Voltrax_20190924.100x.sample.05.fastq,NA,voltrax--100x-raven--05.fasta,100,raven,1.5.1,NA,15278.22,25.78,1076.14,0,0,11182220,20210709
Voltrax_20190924.100x.sample.06.fastq,NA,voltrax--100x-raven--06.fasta,100,raven,1.5.1,NA,15176.04,26.65,1074.77,0,0,11166176,20210709
Voltrax_20190924.100x.sample.07.fastq,NA,voltrax--100x-raven--07.fasta,100,raven,1.5.1,NA,15157.01,27.00,1085.32,0,0,11177728,20210709
Voltrax_20190924.100x.sample.08.fastq,NA,voltrax--100x-raven--08.fasta,100,raven,1.5.1,NA,15281.39,27.40,1067.47,0,0,11143216,20210709
Voltrax_20190924.100x.sample.09.fastq,NA,voltrax--100x-raven--09.fasta,100,raven,1.5.1,NA,15293.11,26.63,1091.16,0,0,11146952,20210709
Voltrax_20190924.100x.sample.10.fastq,NA,voltrax--100x-raven--10.fasta,100,raven,1.5.1,NA,15270.86,25.70,1064.65,0,0,11180100,20210709
Voltrax_20190924.100x.sample.11.fastq,NA,voltrax--100x-raven--11.fasta,100,raven,1.5.1,NA,15329.68,25.68,1079.04,0,0,11204316,20210709
Voltrax_20190924.100x.sample.12.fastq,NA,voltrax--100x-raven--12.fasta,100,raven,1.5.1,NA,15241.05,28.74,1089.48,0,0,11186984,20210709
Voltrax_20190924.200x.sample.01.fastq,NA,voltrax--200x-raven--01.fasta,200,raven,1.5.1,NA,44191.45,79.77,2987.17,0,0,15572776,20210709
Voltrax_20190924.200x.sample.02.fastq,NA,voltrax--200x-raven--02.fasta,200,raven,1.5.1,NA,44423.95,79.62,3030.46,0,0,15607140,20210709
Voltrax_20190924.200x.sample.03.fastq,NA,voltrax--200x-raven--03.fasta,200,raven,1.5.1,NA,46001.20,91.86,3104.94,0,0,15584736,20210709
Voltrax_20190924.200x.sample.04.fastq,NA,voltrax--200x-raven--04.fasta,200,raven,1.5.1,NA,44145.88,82.10,2989.58,0,0,15607456,20210709
Voltrax_20190924.200x.sample.05.fastq,NA,voltrax--200x-raven--05.fasta,200,raven,1.5.1,NA,44216.14,79.80,3000.59,0,0,15682692,20210709
Voltrax_20190924.200x.sample.06.fastq,NA,voltrax--200x-raven--06.fasta,200,raven,1.5.1,NA,45343.47,69.38,3072.88,0,0,15626544,20210709
Voltrax_20190924.200x.sample.07.fastq,NA,voltrax--200x-raven--07.fasta,200,raven,1.5.1,NA,43893.28,92.48,3001.55,0,0,15523364,20210709
Voltrax_20190924.200x.sample.08.fastq,NA,voltrax--200x-raven--08.fasta,200,raven,1.5.1,NA,44382.55,89.58,3027.75,0,0,15592508,20210709
Voltrax_20190924.200x.sample.09.fastq,NA,voltrax--200x-raven--09.fasta,200,raven,1.5.1,NA,44590.20,84.18,3058.85,0,0,15585100,20210709
Voltrax_20190924.200x.sample.10.fastq,NA,voltrax--200x-raven--10.fasta,200,raven,1.5.1,NA,44909.07,81.92,3070.01,0,0,15690192,20210709
Voltrax_20190924.200x.sample.11.fastq,NA,voltrax--200x-raven--11.fasta,200,raven,1.5.1,NA,44597.35,84.94,3050.49,0,0,15621008,20210709
Voltrax_20190924.200x.sample.12.fastq,NA,voltrax--200x-raven--12.fasta,200,raven,1.5.1,NA,44580.47,86.82,3055.48,0,0,15604908,20210709
Voltrax_20190924.10x.sample.01.fastq,NA,voltrax--10x-redbean--01.fasta,10,redbean,2.5,NA,881.43,6.37,63.82,0,0,1913172,20210709
Voltrax_20190924.10x.sample.01.fastq,NA,voltrax--10x-redbean-wtpoa--01.fasta,10,redbean,2.5,wtpoa,176.43,1.11,13.49,0,0,2956436,20210709
Voltrax_20190924.10x.sample.02.fastq,NA,voltrax--10x-redbean--02.fasta,10,redbean,2.5,NA,874.88,6.03,63.15,0,0,1875616,20210709
Voltrax_20190924.10x.sample.02.fastq,NA,voltrax--10x-redbean-wtpoa--02.fasta,10,redbean,2.5,wtpoa,176.75,0.95,13.43,0,0,2491992,20210709
Voltrax_20190924.10x.sample.03.fastq,NA,voltrax--10x-redbean--03.fasta,10,redbean,2.5,NA,872.05,5.67,59.81,0,0,1835452,20210709
Voltrax_20190924.10x.sample.03.fastq,NA,voltrax--10x-redbean-wtpoa--03.fasta,10,redbean,2.5,wtpoa,185.64,0.96,14.02,0,0,2570764,20210709
Voltrax_20190924.10x.sample.04.fastq,NA,voltrax--10x-redbean--04.fasta,10,redbean,2.5,NA,875.49,6.12,63.32,0,0,1895720,20210709
Voltrax_20190924.10x.sample.04.fastq,NA,voltrax--10x-redbean-wtpoa--04.fasta,10,redbean,2.5,wtpoa,187.31,1.15,14.12,0,0,2890396,20210709
Voltrax_20190924.10x.sample.05.fastq,NA,voltrax--10x-redbean--05.fasta,10,redbean,2.5,NA,891.95,6.08,64.62,0,0,1955068,20210709
Voltrax_20190924.10x.sample.05.fastq,NA,voltrax--10x-redbean-wtpoa--05.fasta,10,redbean,2.5,wtpoa,183.18,1.15,13.87,0,0,2824128,20210709
Voltrax_20190924.10x.sample.06.fastq,NA,voltrax--10x-redbean--06.fasta,10,redbean,2.5,NA,874.69,5.96,63.37,0,0,1959832,20210709
Voltrax_20190924.10x.sample.06.fastq,NA,voltrax--10x-redbean-wtpoa--06.fasta,10,redbean,2.5,wtpoa,176.83,0.97,13.41,0,0,2540100,20210709
Voltrax_20190924.10x.sample.07.fastq,NA,voltrax--10x-redbean--07.fasta,10,redbean,2.5,NA,878.93,5.95,63.43,0,0,1950252,20210709
Voltrax_20190924.10x.sample.07.fastq,NA,voltrax--10x-redbean-wtpoa--07.fasta,10,redbean,2.5,wtpoa,180.09,1.13,13.66,0,0,3314692,20210709
Voltrax_20190924.10x.sample.08.fastq,NA,voltrax--10x-redbean--08.fasta,10,redbean,2.5,NA,866.05,6.07,62.61,0,0,1887376,20210709
Voltrax_20190924.10x.sample.08.fastq,NA,voltrax--10x-redbean-wtpoa--08.fasta,10,redbean,2.5,wtpoa,178.90,1.00,13.60,0,0,2639728,20210709
Voltrax_20190924.10x.sample.09.fastq,NA,voltrax--10x-redbean--09.fasta,10,redbean,2.5,NA,880.91,6.13,63.66,0,0,1897956,20210709
Voltrax_20190924.10x.sample.09.fastq,NA,voltrax--10x-redbean-wtpoa--09.fasta,10,redbean,2.5,wtpoa,182.35,1.05,13.76,0,0,3305160,20210709
Voltrax_20190924.10x.sample.10.fastq,NA,voltrax--10x-redbean--10.fasta,10,redbean,2.5,NA,879.59,5.96,63.33,0,0,2035208,20210709
Voltrax_20190924.10x.sample.10.fastq,NA,voltrax--10x-redbean-wtpoa--10.fasta,10,redbean,2.5,wtpoa,178.31,0.89,13.48,0,0,2744152,20210709
Voltrax_20190924.10x.sample.11.fastq,NA,voltrax--10x-redbean--11.fasta,10,redbean,2.5,NA,883.29,6.11,63.92,0,0,1881560,20210709
Voltrax_20190924.10x.sample.11.fastq,NA,voltrax--10x-redbean-wtpoa--11.fasta,10,redbean,2.5,wtpoa,179.26,0.87,13.53,0,0,2493836,20210709
Voltrax_20190924.10x.sample.12.fastq,NA,voltrax--10x-redbean--12.fasta,10,redbean,2.5,NA,874.66,5.95,63.21,0,0,1857968,20210709
Voltrax_20190924.10x.sample.12.fastq,NA,voltrax--10x-redbean-wtpoa--12.fasta,10,redbean,2.5,wtpoa,186.33,1.05,14.03,0,0,3047208,20210709
Voltrax_20190924.20x.sample.01.fastq,NA,voltrax--20x-redbean--01.fasta,20,redbean,2.5,NA,2439.34,14.69,168.76,0,0,3282752,20210709
Voltrax_20190924.20x.sample.01.fastq,NA,voltrax--20x-redbean-wtpoa--01.fasta,20,redbean,2.5,wtpoa,377.85,2.08,37.21,0,0,3672472,20210709
Voltrax_20190924.20x.sample.02.fastq,NA,voltrax--20x-redbean--02.fasta,20,redbean,2.5,NA,2461.38,15.65,170.57,0,0,3258532,20210709
Voltrax_20190924.20x.sample.02.fastq,NA,voltrax--20x-redbean-wtpoa--02.fasta,20,redbean,2.5,wtpoa,393.05,2.16,37.33,0,0,3864784,20210709
Voltrax_20190924.20x.sample.03.fastq,NA,voltrax--20x-redbean--03.fasta,20,redbean,2.5,NA,2486.54,14.95,172.36,0,0,3253424,20210709
Voltrax_20190924.20x.sample.03.fastq,NA,voltrax--20x-redbean-wtpoa--03.fasta,20,redbean,2.5,wtpoa,391.08,2.19,37.90,0,0,3838292,20210709
Voltrax_20190924.20x.sample.04.fastq,NA,voltrax--20x-redbean--04.fasta,20,redbean,2.5,NA,2468.68,15.39,170.95,0,0,3218196,20210709
Voltrax_20190924.20x.sample.04.fastq,NA,voltrax--20x-redbean-wtpoa--04.fasta,20,redbean,2.5,wtpoa,360.66,2.25,36.45,0,0,3894764,20210709
Voltrax_20190924.20x.sample.05.fastq,NA,voltrax--20x-redbean--05.fasta,20,redbean,2.5,NA,2489.52,15.22,171.98,0,0,3281900,20210709
Voltrax_20190924.20x.sample.05.fastq,NA,voltrax--20x-redbean-wtpoa--05.fasta,20,redbean,2.5,wtpoa,380.77,2.63,37.43,0,0,3909472,20210709
Voltrax_20190924.20x.sample.06.fastq,NA,voltrax--20x-redbean--06.fasta,20,redbean,2.5,NA,2464.83,16.12,170.86,0,0,3259260,20210710
Voltrax_20190924.20x.sample.06.fastq,NA,voltrax--20x-redbean-wtpoa--06.fasta,20,redbean,2.5,wtpoa,409.13,2.81,38.53,0,0,3790564,20210710
Voltrax_20190924.20x.sample.07.fastq,NA,voltrax--20x-redbean--07.fasta,20,redbean,2.5,NA,2449.16,15.38,169.48,0,0,3192236,20210710
Voltrax_20190924.20x.sample.07.fastq,NA,voltrax--20x-redbean-wtpoa--07.fasta,20,redbean,2.5,wtpoa,379.24,2.22,37.02,0,0,3697968,20210710
Voltrax_20190924.20x.sample.08.fastq,NA,voltrax--20x-redbean--08.fasta,20,redbean,2.5,NA,2436.00,15.49,168.51,0,0,3209440,20210710
Voltrax_20190924.20x.sample.08.fastq,NA,voltrax--20x-redbean-wtpoa--08.fasta,20,redbean,2.5,wtpoa,382.56,2.29,37.40,0,0,3876760,20210710
Voltrax_20190924.20x.sample.09.fastq,NA,voltrax--20x-redbean--09.fasta,20,redbean,2.5,NA,2449.61,14.83,169.96,0,0,3371424,20210710
Voltrax_20190924.20x.sample.09.fastq,NA,voltrax--20x-redbean-wtpoa--09.fasta,20,redbean,2.5,wtpoa,411.40,2.32,38.93,0,0,3669888,20210710
Voltrax_20190924.20x.sample.10.fastq,NA,voltrax--20x-redbean--10.fasta,20,redbean,2.5,NA,2479.58,15.28,171.68,0,0,3494936,20210710
Voltrax_20190924.20x.sample.10.fastq,NA,voltrax--20x-redbean-wtpoa--10.fasta,20,redbean,2.5,wtpoa,363.17,2.21,36.58,0,0,3780688,20210710
Voltrax_20190924.20x.sample.11.fastq,NA,voltrax--20x-redbean--11.fasta,20,redbean,2.5,NA,2451.98,15.21,169.67,0,0,3289660,20210710
Voltrax_20190924.20x.sample.11.fastq,NA,voltrax--20x-redbean-wtpoa--11.fasta,20,redbean,2.5,wtpoa,390.76,2.12,39.51,0,0,3682676,20210710
Voltrax_20190924.20x.sample.12.fastq,NA,voltrax--20x-redbean--12.fasta,20,redbean,2.5,NA,2498.28,15.65,173.36,0,0,3295240,20210710
Voltrax_20190924.20x.sample.12.fastq,NA,voltrax--20x-redbean-wtpoa--12.fasta,20,redbean,2.5,wtpoa,359.17,2.19,36.72,0,0,3590820,20210710
Voltrax_20190924.30x.sample.01.fastq,NA,voltrax--30x-redbean--01.fasta,30,redbean,2.5,NA,5098.64,29.48,345.04,0,0,4708016,20210710
Voltrax_20190924.30x.sample.01.fastq,NA,voltrax--30x-redbean-wtpoa--01.fasta,30,redbean,2.5,wtpoa,581.27,2.84,57.45,0,0,4285464,20210710
Voltrax_20190924.30x.sample.02.fastq,NA,voltrax--30x-redbean--02.fasta,30,redbean,2.5,NA,5122.73,27.73,346.50,0,0,4813784,20210710
Voltrax_20190924.30x.sample.02.fastq,NA,voltrax--30x-redbean-wtpoa--02.fasta,30,redbean,2.5,wtpoa,574.30,2.73,57.38,0,0,4264836,20210710
Voltrax_20190924.30x.sample.03.fastq,NA,voltrax--30x-redbean--03.fasta,30,redbean,2.5,NA,5136.41,29.87,347.61,0,0,4834384,20210710
Voltrax_20190924.30x.sample.03.fastq,NA,voltrax--30x-redbean-wtpoa--03.fasta,30,redbean,2.5,wtpoa,571.95,2.52,57.55,0,0,3940972,20210710
Voltrax_20190924.30x.sample.04.fastq,NA,voltrax--30x-redbean--04.fasta,30,redbean,2.5,NA,5104.42,28.59,345.35,0,0,4847676,20210710
Voltrax_20190924.30x.sample.04.fastq,NA,voltrax--30x-redbean-wtpoa--04.fasta,30,redbean,2.5,wtpoa,551.20,2.24,55.12,0,0,3742400,20210710
Voltrax_20190924.30x.sample.05.fastq,NA,voltrax--30x-redbean--05.fasta,30,redbean,2.5,NA,5143.57,29.19,347.92,0,0,4947760,20210710
Voltrax_20190924.30x.sample.05.fastq,NA,voltrax--30x-redbean-wtpoa--05.fasta,30,redbean,2.5,wtpoa,571.85,2.77,56.90,0,0,4343380,20210710
Voltrax_20190924.30x.sample.06.fastq,NA,voltrax--30x-redbean--06.fasta,30,redbean,2.5,NA,5098.31,29.45,345.12,0,0,4681068,20210710
Voltrax_20190924.30x.sample.06.fastq,NA,voltrax--30x-redbean-wtpoa--06.fasta,30,redbean,2.5,wtpoa,561.69,2.41,56.06,0,0,3744516,20210710
Voltrax_20190924.30x.sample.07.fastq,NA,voltrax--30x-redbean--07.fasta,30,redbean,2.5,NA,5015.05,28.74,339.66,0,0,4789844,20210710
Voltrax_20190924.30x.sample.07.fastq,NA,voltrax--30x-redbean-wtpoa--07.fasta,30,redbean,2.5,wtpoa,582.38,2.82,58.26,0,0,4193240,20210710
Voltrax_20190924.30x.sample.08.fastq,NA,voltrax--30x-redbean--08.fasta,30,redbean,2.5,NA,5036.58,28.72,341.08,0,0,4711140,20210710
Voltrax_20190924.30x.sample.08.fastq,NA,voltrax--30x-redbean-wtpoa--08.fasta,30,redbean,2.5,wtpoa,554.39,2.95,55.84,0,0,4504688,20210710
Voltrax_20190924.30x.sample.09.fastq,NA,voltrax--30x-redbean--09.fasta,30,redbean,2.5,NA,5070.61,28.37,343.22,0,0,4710992,20210710
Voltrax_20190924.30x.sample.09.fastq,NA,voltrax--30x-redbean-wtpoa--09.fasta,30,redbean,2.5,wtpoa,569.39,2.60,55.99,0,0,4118084,20210710
Voltrax_20190924.30x.sample.10.fastq,NA,voltrax--30x-redbean--10.fasta,30,redbean,2.5,NA,5081.15,28.87,343.63,0,0,4858648,20210710
Voltrax_20190924.30x.sample.10.fastq,NA,voltrax--30x-redbean-wtpoa--10.fasta,30,redbean,2.5,wtpoa,581.21,2.66,57.01,0,0,4242704,20210710
Voltrax_20190924.30x.sample.11.fastq,NA,voltrax--30x-redbean--11.fasta,30,redbean,2.5,NA,5106.32,28.71,345.34,0,0,4913064,20210710
Voltrax_20190924.30x.sample.11.fastq,NA,voltrax--30x-redbean-wtpoa--11.fasta,30,redbean,2.5,wtpoa,578.05,2.85,57.63,0,0,4573604,20210710
Voltrax_20190924.30x.sample.12.fastq,NA,voltrax--30x-redbean--12.fasta,30,redbean,2.5,NA,5181.17,29.12,350.58,0,0,4802516,20210710
Voltrax_20190924.30x.sample.12.fastq,NA,voltrax--30x-redbean-wtpoa--12.fasta,30,redbean,2.5,wtpoa,581.06,3.07,57.62,0,0,4220232,20210710
Voltrax_20190924.50x.sample.01.fastq,NA,voltrax--50x-redbean--01.fasta,50,redbean,2.5,NA,13357.11,66.38,883.74,0,0,7716276,20210710
Voltrax_20190924.50x.sample.01.fastq,NA,voltrax--50x-redbean-wtpoa--01.fasta,50,redbean,2.5,wtpoa,984.02,4.16,98.68,0,0,4780736,20210710
Voltrax_20190924.50x.sample.02.fastq,NA,voltrax--50x-redbean--02.fasta,50,redbean,2.5,NA,13478.33,65.21,891.39,0,0,7804504,20210710
Voltrax_20190924.50x.sample.02.fastq,NA,voltrax--50x-redbean-wtpoa--02.fasta,50,redbean,2.5,wtpoa,950.77,3.77,96.91,0,0,4456900,20210710
Voltrax_20190924.50x.sample.03.fastq,NA,voltrax--50x-redbean--03.fasta,50,redbean,2.5,NA,13464.58,66.67,890.48,0,0,7755656,20210710
Voltrax_20190924.50x.sample.03.fastq,NA,voltrax--50x-redbean-wtpoa--03.fasta,50,redbean,2.5,wtpoa,957.83,3.81,97.10,0,0,4418352,20210710
Voltrax_20190924.50x.sample.04.fastq,NA,voltrax--50x-redbean--04.fasta,50,redbean,2.5,NA,13378.69,65.51,884.87,0,0,7754232,20210710
Voltrax_20190924.50x.sample.04.fastq,NA,voltrax--50x-redbean-wtpoa--04.fasta,50,redbean,2.5,wtpoa,977.94,3.78,97.60,0,0,4437044,20210710
Voltrax_20190924.50x.sample.05.fastq,NA,voltrax--50x-redbean--05.fasta,50,redbean,2.5,NA,13477.24,69.32,891.84,0,0,7751088,20210710
Voltrax_20190924.50x.sample.05.fastq,NA,voltrax--50x-redbean-wtpoa--05.fasta,50,redbean,2.5,wtpoa,993.80,3.92,98.22,0,0,4505552,20210710
Voltrax_20190924.50x.sample.06.fastq,NA,voltrax--50x-redbean--06.fasta,50,redbean,2.5,NA,13422.94,66.00,887.67,0,0,7730136,20210710
Voltrax_20190924.50x.sample.06.fastq,NA,voltrax--50x-redbean-wtpoa--06.fasta,50,redbean,2.5,wtpoa,967.88,3.94,97.14,0,0,4366532,20210710
Voltrax_20190924.50x.sample.07.fastq,NA,voltrax--50x-redbean--07.fasta,50,redbean,2.5,NA,13286.65,67.20,878.81,0,0,7674132,20210710
Voltrax_20190924.50x.sample.07.fastq,NA,voltrax--50x-redbean-wtpoa--07.fasta,50,redbean,2.5,wtpoa,943.10,3.86,97.69,0,0,4269592,20210710
Voltrax_20190924.50x.sample.08.fastq,NA,voltrax--50x-redbean--08.fasta,50,redbean,2.5,NA,13409.91,66.23,886.89,0,0,7812232,20210710
Voltrax_20190924.50x.sample.08.fastq,NA,voltrax--50x-redbean-wtpoa--08.fasta,50,redbean,2.5,wtpoa,919.92,3.97,94.38,0,0,4425928,20210710
Voltrax_20190924.50x.sample.09.fastq,NA,voltrax--50x-redbean--09.fasta,50,redbean,2.5,NA,13337.66,66.40,882.68,0,0,7767996,20210710
Voltrax_20190924.50x.sample.09.fastq,NA,voltrax--50x-redbean-wtpoa--09.fasta,50,redbean,2.5,wtpoa,954.65,3.59,97.17,0,0,4201864,20210710
Voltrax_20190924.50x.sample.10.fastq,NA,voltrax--50x-redbean--10.fasta,50,redbean,2.5,NA,13402.00,67.10,886.67,0,0,7756080,20210710
Voltrax_20190924.50x.sample.10.fastq,NA,voltrax--50x-redbean-wtpoa--10.fasta,50,redbean,2.5,wtpoa,983.31,4.11,97.80,0,0,4701932,20210710
Voltrax_20190924.50x.sample.11.fastq,NA,voltrax--50x-redbean--11.fasta,50,redbean,2.5,NA,13505.59,69.51,892.96,0,0,7725640,20210710
Voltrax_20190924.50x.sample.11.fastq,NA,voltrax--50x-redbean-wtpoa--11.fasta,50,redbean,2.5,wtpoa,946.38,3.70,97.29,0,0,4538260,20210710
Voltrax_20190924.50x.sample.12.fastq,NA,voltrax--50x-redbean--12.fasta,50,redbean,2.5,NA,13590.43,71.01,898.53,0,0,7712932,20210710
